"fullvisitorid","date","units_sold","unit_price","revenue"
"0214776722271775969","2017-05-09",15,"8.79","131.85"
"4352760646905266733","2017-07-06",15,"8.79","131.85"
"804688559095985023","2017-07-24",15,"8.79","131.85"
"5387115991168684116","2017-08-01",15,"8.79","131.85"
"9913052624162890980","2017-05-23",25,"4.99","131.75"
"627911872499384695","2017-06-19",7,"18.39","131.73"
"5145672113463736515","2017-05-24",10,"12.87","131.70"
"988058428052485271","2017-05-02",27,"4.79","131.33"
"5294365354939117000","2017-07-31",10,"12.99","131.04"
"0097371986665596420","2017-05-23",26,"4.99","130.14"
"3704081881488905199","2017-05-05",10,"12.99","130.05"
"1977171862732443916","2017-06-12",11,"11.75","129.92"
"1787254283460714939","2017-07-30",10,"12.99","129.90"
"2646591641361691703","2017-07-11",10,"12.99","129.90"
"5294365354939117000","2017-07-31",10,"12.99","129.90"
"2610708601231231422","2017-05-23",10,"12.99","129.90"
"7046459416249489564","2017-05-09",10,"12.99","129.90"
"3384752265223142519","2017-07-14",10,"12.99","129.90"
"0463969716459552703","2017-06-02",10,"12.99","129.90"
"3704081881488905199","2017-05-05",10,"12.99","129.90"
"2577400805525289502","2017-05-16",10,"12.99","129.90"
"264101110821883304","2017-07-17",10,"12.99","129.90"
"211694691661653060","2017-07-19",10,"12.99","129.90"
"0097371986665596420","2017-05-23",26,"4.99","129.74"
"719626868021451011","2017-05-08",3,"43.17","129.51"
"7919324539682095217","2017-07-31",8,"15.99","129.21"
"0114365990396544051","2017-06-30",2,"63.99","128.98"
"8844888920708607331","2017-05-11",2,"59.99","128.98"
"1675171647898452800","2017-07-06",3,"41.99","128.97"
"7519145914292413159","2017-08-01",4,"31.99","128.79"
"0381850421971185433","2017-07-07",10,"12.79","128.33"
"3704081881488905199","2017-05-05",8,"15.99","128.32"
"7727831218148659507","2017-05-11",3,"41.99","128.22"
"8188700471999583039","2017-07-31",8,"15.99","128.21"
"8007564628670829915","2017-06-05",40,"3.19","128.20"
"8945917216741229076","2017-08-01",8,"15.99","128.17"
"7759829191497278443","2017-06-21",1,"119.00","128.00"
"0809055608771078778","2017-06-07",1,"119.00","128.00"
"5996693344497885839","2017-05-06",1,"119.00","128.00"
"5881297463331751916","2017-06-12",1,"119.00","128.00"
"9067286853388783670","2017-06-11",1,"119.00","128.00"
"6979757746140563685","2017-07-05",1,"119.00","128.00"
"5261676005748979395","2017-06-05",1,"119.00","128.00"
"9587594758299581540","2017-07-31",1,"119.00","128.00"
"4284838864378842051","2017-07-10",1,"119.00","128.00"
"1437703405675890826","2017-06-04",1,"119.00","128.00"
"85753122940470382","2017-07-17",1,"119.00","128.00"
"0117247698982513245","2017-06-20",1,"119.00","128.00"
"1363133703564692074","2017-07-13",1,"119.00","128.00"
"221123844030365542","2017-06-24",1,"119.00","128.00"
"8488607134482875090","2017-06-23",1,"119.00","128.00"
"1877527888255378982","2017-07-31",20,"6.15","128.00"
"2854413485947922395","2017-05-30",1,"119.00","128.00"
"8791999544949838952","2017-07-14",1,"119.00","128.00"
"1795615596364068993","2017-06-12",1,"119.00","128.00"
"5828031613655019258","2017-06-04",1,"119.00","128.00"
"1804164561475433604","2017-07-24",1,"119.00","128.00"
"354529792149067003","2017-05-29",1,"119.00","128.00"
"0249720200320077395","2017-06-07",1,"119.00","128.00"
"450153187928705091","2017-07-25",1,"119.00","128.00"
"876486778553097820","2017-07-08",1,"119.00","128.00"
"1525399090739637011","2017-06-14",1,"119.00","128.00"
"1377503677175893892","2017-07-13",1,"119.00","128.00"
"2986044800448176384","2017-06-13",1,"119.00","128.00"
"443506773443019926","2017-06-12",1,"119.00","128.00"
"0041978916719711407","2017-07-13",1,"119.00","128.00"
"1437863561759081953","2017-07-31",1,"119.00","128.00"
"435858580754695164","2017-06-03",1,"119.00","128.00"
"44691829672320864","2017-05-04",1,"119.00","128.00"
"2419395611229545170","2017-05-05",1,"119.00","128.00"
"1272475129424242916","2017-07-23",1,"119.00","128.00"
"7445235885559107095","2017-05-26",1,"119.00","128.00"
"3232844708499421989","2017-06-02",1,"119.00","128.00"
"8340401279940082279","2017-06-21",1,"119.00","128.00"
"0761405766704396792","2017-08-01",1,"119.00","128.00"
"150628512405488493","2017-06-26",1,"119.00","128.00"
"8207131520483963583","2017-06-25",1,"119.00","128.00"
"1802678954381635767","2017-06-22",1,"119.00","128.00"
"0896156113280542908","2017-07-23",1,"119.00","128.00"
"5727105402864824555","2017-05-11",1,"119.00","128.00"
"1771031397825540975","2017-07-16",1,"119.00","128.00"
"0295929755001595381","2017-07-17",1,"119.00","128.00"
"1640747054715283223","2017-07-27",1,"119.00","128.00"
"3933080966755412475","2017-07-22",1,"119.00","128.00"
"0572263157266627282","2017-08-01",1,"119.00","128.00"
"5561115197552597917","2017-05-03",1,"119.00","128.00"
"9547479182887460009","2017-05-17",1,"119.00","128.00"
"8054524741991802241","2017-07-25",1,"119.00","128.00"
"790900960066055603","2017-06-13",1,"119.00","128.00"
"4824784014401347902","2017-06-16",1,"119.00","128.00"
"197094434603223642","2017-06-20",1,"119.00","128.00"
"3245901829256246146","2017-05-01",1,"119.00","128.00"
"1624779489686780121","2017-05-22",1,"119.00","128.00"
"0340448942893618995","2017-05-22",1,"119.00","128.00"
"7823608009373233829","2017-08-01",4,"32.00","128.00"
"8805888000414969629","2017-06-28",1,"119.00","128.00"
"5378192426362785322","2017-06-02",1,"119.00","128.00"
"9258101363490119732","2017-07-30",1,"119.00","128.00"
"5951590635558066441","2017-06-13",1,"119.00","128.00"
"0331044425628304796","2017-06-21",1,"119.00","128.00"
"750928946637147849","2017-05-21",1,"119.00","128.00"
"1971903412769340503","2017-06-20",1,"119.00","128.00"
"6684892185302960701","2017-06-30",1,"119.00","128.00"
"0016545533464626305","2017-08-01",1,"119.00","128.00"
"9247019414819692456","2017-05-12",1,"119.00","128.00"
"1603437381497416129","2017-06-16",1,"119.00","128.00"
"3472939725253393337","2017-06-22",1,"119.00","128.00"
"0915924064176080865","2017-05-24",1,"119.00","128.00"
"4664043776873529741","2017-05-23",1,"119.00","128.00"
"1437703405675890826","2017-05-31",1,"119.00","128.00"
"5013197248940911393","2017-06-01",1,"119.00","128.00"
"0010944918137684580","2017-07-28",8,"16.00","128.00"
"9939093165346439145","2017-07-18",1,"119.00","128.00"
"4665047629258087193","2017-05-26",1,"119.00","128.00"
"9012505703827930496","2017-07-11",1,"119.00","128.00"
"0941286069021371376","2017-05-22",1,"119.00","128.00"
"5136509033824885265","2017-07-19",1,"119.00","128.00"
"0744266239368531164","2017-05-31",1,"119.00","128.00"
"5212672537770576873","2017-07-07",1,"119.00","128.00"
"3086671647506061003","2017-07-04",1,"119.00","128.00"
"1826709960421498439","2017-05-22",1,"119.00","128.00"
"7970130286145019260","2017-07-21",1,"119.00","128.00"
"6314921935376250862","2017-05-17",1,"119.00","128.00"
"5860577555258931103","2017-07-17",1,"119.99","127.99"
"2590088265600782267","2017-05-03",2,"63.99","127.98"
"0114365990396544051","2017-06-30",2,"63.99","127.98"
"4889109022157868265","2017-07-19",2,"63.98","127.96"
"713731982901764318","2017-06-01",2,"63.98","127.96"
"8826538902252293768","2017-07-28",2,"63.98","127.96"
"607022222017575557","2017-07-30",2,"63.98","127.96"
"8826538902252293768","2017-07-27",2,"63.98","127.96"
"713731982901764318","2017-06-09",2,"63.98","127.96"
"7519145914292413159","2017-08-01",2,"63.98","127.96"
"8945917216741229076","2017-08-01",8,"15.99","127.92"
"5717532181336515282","2017-07-14",8,"15.99","127.92"
"5713958052491086700","2017-05-31",8,"15.99","127.92"
"5713958052491086700","2017-05-24",8,"15.99","127.92"
"4812856323349906835","2017-05-13",8,"15.99","127.92"
"8188700471999583039","2017-07-31",8,"15.99","127.92"
"3704081881488905199","2017-05-05",8,"15.99","127.92"
"7919324539682095217","2017-07-31",8,"15.99","127.92"
"0010944918137684580","2017-07-28",8,"15.99","127.92"
"0381850421971185433","2017-07-07",10,"12.79","127.90"
"718589135613901839","2017-06-19",10,"12.79","127.90"
"2604472846435898379","2017-06-14",10,"12.79","127.90"
"1977171862732443916","2017-06-12",80,"1.59","127.87"
"9078464287774443966","2017-05-22",4,"31.96","127.84"
"0731600632766258810","2017-06-21",4,"31.96","127.84"
"9446116434630123396","2017-07-18",40,"3.19","127.60"
"4542569730574642980","2017-07-19",5,"25.50","127.50"
"163790840341192154","2017-05-01",8,"15.92","127.36"
"4266590486120819146","2017-07-08",8,"15.92","127.36"
"4970331206023875166","2017-05-03",8,"15.92","127.36"
"485196789418021564","2017-05-21",8,"15.92","127.36"
"1977171862732443916","2017-06-12",80,"1.59","127.20"
"5139835219466930863","2017-05-08",1,"119.00","127.00"
"9281061661765241873","2017-07-04",1,"119.00","127.00"
"0082113129221133390","2017-06-09",1,"119.00","127.00"
"4255325255496624269","2017-07-05",1,"119.00","127.00"
"7496201674620418944","2017-05-06",1,"119.00","127.00"
"8378418501046321051","2017-05-18",1,"119.00","127.00"
"0411925376914538224","2017-06-17",1,"119.00","127.00"
"1807585192817288661","2017-08-01",1,"119.00","127.00"
"1026745465635037777","2017-05-12",1,"119.00","127.00"
"5304768775947821436","2017-06-17",1,"119.00","127.00"
"9960836628040128637","2017-07-09",1,"119.00","127.00"
"1410878886268406457","2017-06-20",1,"119.00","127.00"
"50803600054694482","2017-07-01",1,"119.00","127.00"
"9215029174388624543","2017-07-08",1,"119.00","127.00"
"041507573139239821","2017-05-18",1,"119.00","127.00"
"0708071136503713646","2017-07-11",1,"119.00","127.00"
"7255003070849691550","2017-06-10",1,"119.00","127.00"
"1339799974303767898","2017-05-20",1,"119.00","127.00"
"3077963255763435957","2017-06-28",1,"119.00","127.00"
"4071255862467673225","2017-07-21",1,"119.00","127.00"
"0198265303869405016","2017-05-21",1,"119.00","127.00"
"8883352001622242404","2017-05-12",1,"119.00","127.00"
"1695027078960046252","2017-05-15",1,"119.00","127.00"
"1728626912406844454","2017-05-22",1,"119.00","127.00"
"9641690225668962441","2017-08-01",1,"119.00","127.00"
"9503527979488120192","2017-07-05",1,"119.00","127.00"
"4712207707516165035","2017-06-10",1,"119.00","127.00"
"4053837937314212880","2017-05-04",1,"119.00","127.00"
"8420003331469503653","2017-07-19",1,"119.00","127.00"
"9521265016116124072","2017-07-05",1,"119.00","127.00"
"3255298041030168150","2017-07-23",1,"119.00","127.00"
"0161899009922491955","2017-06-22",1,"119.00","127.00"
"21511692558114644","2017-07-22",1,"119.00","127.00"
"0997927624416998058","2017-06-05",1,"119.00","127.00"
"2158264227076989531","2017-06-13",1,"119.00","127.00"
"6130982551559137823","2017-05-15",1,"119.00","127.00"
"7854095092124870885","2017-07-14",1,"119.00","127.00"
"1612687110256105322","2017-07-17",1,"119.00","127.00"
"9935553975063145818","2017-05-17",1,"119.00","127.00"
"6154948069851753812","2017-05-08",1,"119.00","127.00"
"0749482525709502491","2017-05-19",1,"119.00","127.00"
"0861991404817314781","2017-07-16",1,"119.00","127.00"
"8730668128798698797","2017-05-23",1,"119.00","127.00"
"8221818655832544675","2017-06-01",1,"119.00","127.00"
"9398046154972146291","2017-07-17",1,"119.00","127.00"
"4392340354529053674","2017-07-04",1,"119.00","127.00"
"3069512471664949357","2017-07-29",1,"119.00","127.00"
"0636688908667008781","2017-06-29",1,"119.00","127.00"
"3702786014242757435","2017-07-31",1,"119.00","127.00"
"5261676005748979395","2017-06-05",1,"119.00","127.00"
"1166334361098580726","2017-05-11",1,"119.00","127.00"
"3491627829668796732","2017-05-10",1,"119.00","127.00"
"9643504718999848506","2017-06-05",1,"119.00","127.00"
"0926892398055293807","2017-05-14",1,"119.00","127.00"
"3985673415149125196","2017-05-29",1,"119.00","127.00"
"2594249544203770554","2017-07-06",1,"119.00","127.00"
"8730894523376133158","2017-05-24",1,"119.00","127.00"
"4486179294701127646","2017-06-11",1,"119.00","127.00"
"7506305472297329144","2017-08-01",1,"119.00","127.00"
"5304768775947821436","2017-06-18",1,"119.00","127.00"
"9814448241238293825","2017-07-06",1,"119.00","127.00"
"655228336256010683","2017-06-01",1,"119.00","127.00"
"8551112991718773193","2017-06-02",1,"119.00","127.00"
"3996061648049196165","2017-05-06",1,"119.00","127.00"
"663493756024505868","2017-07-09",1,"119.00","127.00"
"3939899383128026273","2017-06-26",1,"119.00","127.00"
"425840463868780573","2017-05-16",1,"119.00","127.00"
"431995905654252999","2017-05-23",1,"119.00","127.00"
"5630404301247822216","2017-05-18",1,"119.00","127.00"
"4049582224270530319","2017-05-31",1,"119.00","127.00"
"4830941033797038420","2017-05-08",1,"119.00","127.00"
"9684421720885929984","2017-05-28",1,"119.00","127.00"
"3846103790386119274","2017-06-08",1,"119.00","127.00"
"038713564509657851","2017-05-10",1,"119.00","127.00"
"5449143729652556849","2017-05-23",1,"119.00","127.00"
"446969962222480379","2017-07-18",1,"119.00","127.00"
"1024805847071570490","2017-06-27",12,"10.39","126.93"
"4832843251788533006","2017-05-15",1,"119.00","126.00"
"7390436820810511904","2017-05-09",1,"119.00","126.00"
"5602325876913538538","2017-06-19",1,"119.00","126.00"
"3544814006589741536","2017-05-07",1,"119.00","126.00"
"9253891173940036104","2017-06-10",1,"119.00","126.00"
"6191228746871266888","2017-05-11",1,"119.00","126.00"
"3580606940394809606","2017-05-24",1,"119.00","126.00"
"9744662816741504698","2017-05-09",1,"119.00","126.00"
"9977603094643266276","2017-07-26",1,"119.00","126.00"
"2237598836360673817","2017-07-23",1,"119.00","126.00"
"485196789418021564","2017-05-21",6,"21.00","126.00"
"0347715329455221323","2017-06-23",1,"119.00","126.00"
"9653036106417735867","2017-06-24",1,"119.00","126.00"
"3367764523645859661","2017-06-08",1,"119.00","126.00"
"980539649904359478","2017-06-21",1,"119.00","126.00"
"6788626620460119160","2017-07-27",1,"119.00","126.00"
"8438558057765045537","2017-06-07",1,"119.00","126.00"
"5302282475169198251","2017-07-29",1,"119.00","126.00"
"134743650886719449","2017-05-13",1,"119.00","126.00"
"2636611251908723276","2017-07-14",1,"119.00","126.00"
"8296847888541109083","2017-07-04",1,"119.00","126.00"
"808752774693438568","2017-06-05",1,"119.00","126.00"
"4136075982495833616","2017-05-25",6,"21.00","126.00"
"3404526408923397238","2017-05-31",1,"119.00","126.00"
"4986106353370365006","2017-06-21",1,"119.00","126.00"
"8195454914747211935","2017-06-07",1,"119.00","126.00"
"6787814205460732162","2017-07-04",1,"119.00","126.00"
"6619578419826197174","2017-07-15",1,"119.00","126.00"
"9172466240520618919","2017-05-01",1,"119.00","126.00"
"878581780341027672","2017-07-10",1,"119.00","126.00"
"5911719070373099811","2017-07-27",1,"119.00","126.00"
"4006339162075329897","2017-06-08",1,"119.00","126.00"
"2904326699888572944","2017-05-06",1,"119.00","126.00"
"5706445568470682982","2017-06-23",1,"119.00","126.00"
"5671343917449709800","2017-06-15",1,"119.00","126.00"
"2671809452055641375","2017-07-14",1,"119.00","126.00"
"2707587072090613720","2017-07-26",6,"21.00","126.00"
"4712653957034707351","2017-05-22",1,"119.00","126.00"
"9962796228551305045","2017-06-04",1,"119.00","126.00"
"819613201883516198","2017-05-07",1,"119.00","126.00"
"033751576489162181","2017-07-30",1,"119.00","126.00"
"72684893790665370","2017-06-16",1,"119.00","126.00"
"8077789657740662319","2017-06-07",1,"119.00","126.00"
"2444633288623466485","2017-05-10",1,"119.00","126.00"
"6601946758344367213","2017-05-06",1,"119.00","126.00"
"3406342261516416812","2017-07-10",1,"119.00","126.00"
"1676284718517878111","2017-07-22",6,"21.00","126.00"
"4471415710206918415","2017-05-09",120,"1.05","126.00"
"772073256025052996","2017-05-17",1,"119.00","126.00"
"9550171934911260127","2017-06-20",1,"119.00","126.00"
"3723854344003762553","2017-05-16",1,"119.00","126.00"
"0377102113781419441","2017-06-12",1,"119.00","126.00"
"7870568913210694589","2017-07-07",1,"119.00","126.00"
"163253769284761123","2017-05-22",1,"119.00","126.00"
"4758231483746986286","2017-06-22",1,"119.00","126.00"
"5987541503722299088","2017-05-30",1,"119.00","126.00"
"0112712853580593351","2017-06-12",1,"119.00","126.00"
"6894504764717477985","2017-05-02",1,"119.00","126.00"
"5402259265763056716","2017-06-27",1,"119.00","126.00"
"4367687745576763327","2017-07-27",1,"119.00","126.00"
"8905429361719608666","2017-06-05",1,"119.00","126.00"
"8701493602065151669","2017-05-14",1,"119.00","126.00"
"2651256040546984966","2017-05-25",1,"119.00","126.00"
"7490873565538723174","2017-07-16",1,"119.00","126.00"
"5985985891737256160","2017-07-13",1,"119.00","126.00"
"5080412442132595375","2017-07-05",1,"119.00","126.00"
"3434400923600389358","2017-06-26",1,"119.00","126.00"
"20941213751022444","2017-05-07",6,"21.00","126.00"
"9352583144451333328","2017-07-05",1,"119.00","126.00"
"6946786050154288419","2017-06-24",1,"119.00","126.00"
"3098534000495186522","2017-06-05",1,"119.00","126.00"
"5496020251297372385","2017-05-02",1,"119.00","126.00"
"0926892398055293807","2017-05-07",1,"119.00","126.00"
"1322920577212968147","2017-06-11",1,"119.00","126.00"
"2444459028661777722","2017-06-22",1,"119.00","126.00"
"0321334540233610053","2017-05-09",1,"119.00","126.00"
"6030141817614722657","2017-06-02",1,"119.00","126.00"
"7416591494694256941","2017-07-15",1,"119.00","126.00"
"5559324804153160717","2017-06-18",1,"119.00","126.00"
"2354013657538291941","2017-06-19",1,"119.00","126.00"
"4780112325364352282","2017-05-26",1,"119.00","126.00"
"1537709888153568613","2017-07-08",1,"119.00","126.00"
"1814380885732410213","2017-05-03",1,"119.00","126.00"
"7512210002163881619","2017-05-07",1,"119.00","126.00"
"5713365943321772776","2017-07-05",1,"119.00","126.00"
"3829293997237114986","2017-05-14",1,"119.00","126.00"
"3296291653720484520","2017-06-20",1,"119.00","126.00"
"9496514424608829466","2017-06-09",1,"119.00","126.00"
"2462140949141690705","2017-05-05",1,"119.00","126.00"
"2168181321438517897","2017-06-26",1,"119.00","126.00"
"035307886330858533","2017-06-27",1,"119.00","126.00"
"419600120359739027","2017-07-26",1,"119.00","126.00"
"9768011682643150976","2017-06-29",1,"119.00","126.00"
"9972190965195071657","2017-07-19",1,"119.00","126.00"
"790900960066055603","2017-07-06",1,"119.00","126.00"
"9552985032849539413","2017-06-06",1,"119.00","126.00"
"5004346022672327217","2017-05-25",2,"62.98","125.96"
"4712475837504946789","2017-06-17",3,"41.97","125.91"
"7901186240514950597","2017-07-21",3,"41.97","125.91"
"1481233997478275239","2017-05-30",3,"41.97","125.91"
"0188987909628220263","2017-07-21",3,"41.97","125.91"
"2962662746296004840","2017-05-19",3,"41.97","125.91"
"421168198296216180","2017-07-06",3,"41.97","125.91"
"119870259714905967","2017-05-17",3,"41.97","125.91"
"0370316422769734568","2017-06-19",20,"5.99","125.80"
"4386547044736658243","2017-07-28",5,"25.15","125.75"
"0291002892578472269","2017-05-05",91,"1.38","125.58"
"4178948793864037103","2017-07-10",3,"41.59","125.57"
"8790419059934322944","2017-05-03",5,"24.99","125.55"
"1141516868619289347","2017-05-08",50,"2.50","125.50"
"276483305236391136","2017-06-01",50,"2.39","125.50"
"4984366501121503466","2017-06-20",25,"4.99","125.42"
"8826538902252293768","2017-07-28",2,"62.70","125.40"
"2170531932735929805","2017-07-29",2,"62.70","125.40"
"8826538902252293768","2017-07-27",2,"62.70","125.40"
"1975807785204246787","2017-07-17",2,"62.70","125.40"
"7318791775644887986","2017-07-25",2,"62.70","125.40"
"4116206238605404224","2017-05-09",2,"62.70","125.40"
"829421675857623271","2017-07-25",2,"62.70","125.40"
"0084720196941720497","2017-07-24",2,"62.70","125.40"
"4516646607415395053","2017-07-18",14,"8.79","125.06"
"5357977943822381956","2017-07-31",8,"15.19","125.02"
"1444042349232859437","2017-07-15",1,"119.00","125.00"
"3736903251823103864","2017-06-16",1,"119.00","125.00"
"3534659658861413613","2017-06-15",1,"119.00","125.00"
"9896228827780693582","2017-06-02",1,"119.00","125.00"
"4962175283865662380","2017-07-19",1,"119.00","125.00"
"270695252982422186","2017-07-24",1,"119.00","125.00"
"6957768660950013198","2017-07-16",1,"119.00","125.00"
"8798771221170872988","2017-05-11",1,"119.00","125.00"
"7284048917673300608","2017-05-01",1,"119.00","125.00"
"6282163911375093043","2017-05-15",1,"119.00","125.00"
"9880941732029655051","2017-06-20",1,"119.00","125.00"
"4868546049924893635","2017-06-12",1,"119.00","125.00"
"2595931394346003183","2017-05-12",1,"119.00","125.00"
"1102613107804097441","2017-07-13",1,"119.00","125.00"
"3354041583654515139","2017-07-10",50,"2.50","125.00"
"7007555015221501194","2017-06-03",1,"119.00","125.00"
"8725233109591668563","2017-05-17",1,"119.00","125.00"
"2292401961870819687","2017-06-11",1,"119.00","125.00"
"4984181382247477646","2017-06-19",1,"119.00","125.00"
"1392823978106434539","2017-06-09",1,"119.00","125.00"
"9133786984234345371","2017-06-19",1,"119.00","125.00"
"3959232753405335715","2017-07-13",1,"119.00","125.00"
"3688104198029615047","2017-05-19",1,"119.00","125.00"
"3317981479784731215","2017-07-05",1,"119.00","125.00"
"0795667438558166917","2017-07-24",1,"119.00","125.00"
"7307028189362527773","2017-05-16",1,"119.00","125.00"
"3000376154229256678","2017-05-21",1,"119.00","125.00"
"4566759606562909335","2017-05-18",1,"119.00","125.00"
"4239624082558605662","2017-06-08",1,"119.00","125.00"
"1008592213774581155","2017-05-31",1,"119.00","125.00"
"9464308738687945985","2017-06-27",1,"119.00","125.00"
"3345474009223599297","2017-05-03",1,"119.00","125.00"
"6515341695461679948","2017-05-22",1,"119.00","125.00"
"9290961365027134011","2017-06-14",1,"119.00","125.00"
"1840358774712479243","2017-07-14",1,"119.00","125.00"
"921222403161977247","2017-05-31",1,"119.00","125.00"
"9568211134467110453","2017-06-18",1,"119.00","125.00"
"3676041931350149533","2017-06-04",1,"119.00","125.00"
"8871886653165461033","2017-07-14",1,"119.00","125.00"
"5448347917784882331","2017-06-27",1,"119.00","125.00"
"3861107164641657657","2017-05-06",1,"119.00","125.00"
"2038830329724437569","2017-05-11",1,"119.00","125.00"
"5950454654858277137","2017-07-30",1,"119.00","125.00"
"2569808466338214258","2017-05-30",1,"119.00","125.00"
"3674147158315480967","2017-06-19",1,"119.00","125.00"
"5417714615248928522","2017-05-02",1,"119.00","125.00"
"3765548464183924259","2017-05-14",1,"119.00","125.00"
"4751755108306614254","2017-07-28",1,"119.00","125.00"
"8618124761236197389","2017-06-05",1,"119.00","125.00"
"0605120176290727431","2017-06-26",1,"119.00","125.00"
"3579500041910481092","2017-06-01",1,"119.00","125.00"
"0995230224434312455","2017-07-24",1,"119.00","125.00"
"7207342244594536876","2017-05-31",1,"119.00","125.00"
"5728616230871116790","2017-05-03",1,"119.00","125.00"
"6845323707792890252","2017-08-01",1,"119.00","125.00"
"2255233342981884550","2017-07-09",1,"119.00","125.00"
"1563562470312710547","2017-07-19",1,"119.00","125.00"
"9512904900793224591","2017-07-29",1,"119.00","125.00"
"404750272306037680","2017-07-12",1,"119.00","125.00"
"1114656172888951324","2017-06-07",1,"119.00","125.00"
"5649428783339764110","2017-06-29",1,"119.00","125.00"
"6939865600770821942","2017-06-12",1,"119.00","125.00"
"9849207490494234255","2017-06-23",1,"119.00","125.00"
"2986044800448176384","2017-05-24",1,"119.00","125.00"
"1552171782171201852","2017-06-09",50,"2.50","125.00"
"7060087705883941978","2017-07-24",5,"25.00","125.00"
"0796085794341170714","2017-06-02",1,"119.00","125.00"
"2863662634478239168","2017-05-25",1,"119.00","125.00"
"3403697107081389197","2017-06-01",1,"119.00","125.00"
"8360862943638316259","2017-07-29",1,"119.00","125.00"
"497501209264393919","2017-05-27",1,"119.00","125.00"
"2184163265173031659","2017-06-28",1,"119.00","125.00"
"4674221193514024523","2017-06-05",1,"119.00","125.00"
"9275356104830779009","2017-06-28",1,"119.00","125.00"
"3010931910548360758","2017-05-23",1,"119.00","125.00"
"4325550901502134689","2017-07-19",1,"119.99","124.99"
"2985844939666247778","2017-06-09",5,"24.99","124.95"
"8790419059934322944","2017-05-03",5,"24.99","124.95"
"5648535093836158872","2017-07-11",5,"24.99","124.95"
"3130936952600859212","2017-05-31",5,"24.99","124.95"
"4099631678878053818","2017-06-27",5,"24.99","124.95"
"5710920526093815263","2017-05-03",5,"24.99","124.95"
"7311242886083854158","2017-06-26",5,"24.99","124.95"
"1276542147811888949","2017-06-15",2,"61.59","124.78"
"4178948793864037103","2017-07-10",3,"41.59","124.77"
"3677965664569742253","2017-07-27",5,"24.95","124.75"
"8197879643797712877","2017-05-20",5,"24.95","124.75"
"4520185947201930710","2017-08-01",5,"24.95","124.75"
"2818796658906330904","2017-07-06",25,"4.99","124.75"
"9226278380512438191","2017-06-25",5,"24.95","124.75"
"8737836949525079223","2017-05-16",5,"24.95","124.75"
"1660187981705413872","2017-07-24",25,"4.99","124.75"
"5793599862151444630","2017-05-01",25,"4.99","124.75"
"7113011772090059658","2017-06-13",5,"24.95","124.75"
"6703621215961449720","2017-06-12",5,"24.95","124.75"
"2707587072090613720","2017-07-26",5,"24.95","124.75"
"385231150756085903","2017-08-01",5,"24.95","124.75"
"9196022341304082413","2017-07-19",25,"4.99","124.75"
"5039773922036513656","2017-07-26",5,"24.95","124.75"
"0232377434237234751","2017-05-11",25,"4.99","124.75"
"9622629979311933032","2017-07-28",5,"24.95","124.75"
"0188987909628220263","2017-07-21",25,"4.99","124.75"
"3366834197025568976","2017-05-09",5,"24.95","124.75"
"0324564641241038377","2017-05-15",5,"24.95","124.75"
"0324564641241038377","2017-05-14",5,"24.95","124.75"
"0518890393231851175","2017-07-17",25,"4.99","124.75"
"6986536761307654836","2017-05-31",5,"24.95","124.75"
"1383687428379664179","2017-05-19",5,"24.95","124.75"
"1024805847071570490","2017-06-26",12,"10.39","124.68"
"6337924639940254921","2017-05-21",1,"119.00","124.00"
"0599917515908848884","2017-07-11",1,"119.00","124.00"
"0670572051732034836","2017-06-11",1,"119.00","124.00"
"4380767180190407713","2017-06-13",1,"119.00","124.00"
"0310969617406383067","2017-05-29",1,"119.00","124.00"
"5356399203122148025","2017-06-27",1,"119.00","124.00"
"3382385580522019308","2017-07-19",1,"119.00","124.00"
"0902921745763284132","2017-06-28",1,"119.00","124.00"
"8304660575346580338","2017-06-25",1,"119.00","124.00"
"7484619012217687203","2017-07-11",1,"119.00","124.00"
"2772969969356966683","2017-07-17",1,"119.00","124.00"
"3504037108733294145","2017-06-06",1,"119.00","124.00"
"2059101211894115944","2017-05-04",1,"119.00","124.00"
"1635255889241939327","2017-06-01",1,"119.00","124.00"
"9439484819194898183","2017-05-23",1,"119.00","124.00"
"0199016457516266901","2017-06-04",1,"119.00","124.00"
"0049972036694763733","2017-07-19",1,"119.00","124.00"
"0277646140835799688","2017-07-17",1,"119.00","124.00"
"9558907306433087784","2017-07-24",1,"119.00","124.00"
"81921010099062738","2017-05-12",1,"119.00","124.00"
"7553878835664652933","2017-05-27",1,"119.00","124.00"
"672403042095882676","2017-05-08",1,"119.00","124.00"
"6016404415425177844","2017-07-21",1,"119.00","124.00"
"1662338536128600596","2017-07-26",1,"119.00","124.00"
"3880693579951919743","2017-05-24",1,"119.00","124.00"
"3641163116045112000","2017-05-01",1,"119.00","124.00"
"6884229934976954684","2017-05-30",1,"119.00","124.00"
"8667695149981460329","2017-07-19",1,"119.00","124.00"
"2757396876980620004","2017-06-20",1,"119.00","124.00"
"8750927174731808890","2017-06-06",1,"119.00","124.00"
"6200889011683510210","2017-06-25",1,"119.00","124.00"
"5125636560893815875","2017-05-08",1,"119.00","124.00"
"7907259104653210733","2017-07-22",1,"119.00","124.00"
"7997117963994408195","2017-05-18",1,"119.00","124.00"
"5849125562730008547","2017-06-02",1,"119.00","124.00"
"6066354442303112268","2017-07-11",1,"119.00","124.00"
"296009741282984668","2017-06-26",1,"119.00","124.00"
"8751742974974066730","2017-05-22",1,"119.00","124.00"
